"","metric","Index","Hydro_endpoint","SmoothingFunc","Quantile","ChosenSmth","ModelstoUse","Threshold","BioThresh","Lower","Upper","MetricCurve","CurveStatus","Lower2","Upper2","MetricCurve2"
"238","asci_FA_Mag","asci","FA_Mag",6,0.5,6,"Yes","SB0",0.79,NA,NA,"asci_FA_Mag_6_0.5","Below",0,0,"asci_FA_Mag_6_0.5_SB0"
"239","asci_FA_Mag","asci","FA_Mag",6,0.5,6,"Yes","SB2",0.76,NA,NA,"asci_FA_Mag_6_0.5","Below",0,0,"asci_FA_Mag_6_0.5_SB2"
"240","csci_FA_Mag","csci","FA_Mag",6,0.5,6,"Yes","NAT",0.79,-110.533329162201,64.3593757952564,"csci_FA_Mag_6_0.5","Passes",-110.533329162201,64.3593757952564,"csci_FA_Mag_6_0.5_NAT"
"241","csci_FA_Mag","csci","FA_Mag",6,0.5,6,"Yes","NATMed",0.79,-110.533329162201,64.3593757952564,"csci_FA_Mag_6_0.5","Passes",-110.533329162201,64.3593757952564,"csci_FA_Mag_6_0.5_NATMed"
"242","csci_FA_Mag","csci","FA_Mag",6,0.5,6,"Yes","NATLow",0.63,-202.906379309423,162.568009161221,"csci_FA_Mag_6_0.5","Passes",-202.906379309423,162.568009161221,"csci_FA_Mag_6_0.5_NATLow"
"243","csci_FA_Mag","csci","FA_Mag",6,0.5,6,"Yes","HB",0.67,-182.176019988977,138.209914478153,"csci_FA_Mag_6_0.5","Passes",-182.176019988977,138.209914478153,"csci_FA_Mag_6_0.5_HB"
"244","csci_FA_Mag","csci","FA_Mag",6,0.5,6,"Yes","SB0",0.78,-117.634010195653,71.1279349553872,"csci_FA_Mag_6_0.5","Passes",-117.634010195653,71.1279349553872,"csci_FA_Mag_6_0.5_SB0"
"245","csci_FA_Mag","csci","FA_Mag",6,0.5,6,"Yes","SB2",0.75,-137.144943823725,90.2472910409059,"csci_FA_Mag_6_0.5","Passes",-137.144943823725,90.2472910409059,"csci_FA_Mag_6_0.5_SB2"
"246","asci_SP_Mag","asci","SP_Mag",6,0.5,6,"Yes","NAT",0.86,NA,NA,"asci_SP_Mag_6_0.5","Passes",-44933.6480255651,1423.69163891019,"asci_SP_Mag_6_0.5_NAT"
"247","asci_SP_Mag","asci","SP_Mag",6,0.5,6,"Yes","NATMed",0.86,NA,NA,"asci_SP_Mag_6_0.5","Passes",-44933.6480255651,1423.69163891019,"asci_SP_Mag_6_0.5_NATMed"
"248","asci_SP_Mag","asci","SP_Mag",6,0.5,6,"Yes","NATLow",0.75,-242.782296420041,102.049270363563,"asci_SP_Mag_6_0.5","Passes",-242.782296420041,102.049270363563,"asci_SP_Mag_6_0.5_NATLow"
"249","asci_SP_Mag","asci","SP_Mag",6,0.5,6,"Yes","NATHigh",0.94,NA,NA,"asci_SP_Mag_6_0.5","Passes",-44933.6480255651,1546.95919198435,"asci_SP_Mag_6_0.5_NATHigh"
"250","asci_SP_Mag","asci","SP_Mag",6,0.5,6,"Yes","HB",0.87,NA,NA,"asci_SP_Mag_6_0.5","Passes",-44933.6480255651,1439.37705928509,"asci_SP_Mag_6_0.5_HB"
"251","asci_SP_Mag","asci","SP_Mag",6,0.5,6,"Yes","SB0",0.79,NA,NA,"asci_SP_Mag_6_0.5","Passes",-44933.6480255651,1310.58392055967,"asci_SP_Mag_6_0.5_SB0"
"252","asci_SP_Mag","asci","SP_Mag",6,0.5,6,"Yes","SB2",0.76,-202.367164078861,75.4619390017313,"asci_SP_Mag_6_0.5","Passes",-202.367164078861,75.4619390017313,"asci_SP_Mag_6_0.5_SB2"
