"","Index","FlowMetric","SmoothingFunc","Impact","Hard Bottom","Natural","Overall 1st","Overall 30th","Overall 10th","Soft Bottom (no hard sides)","Soft Bottom (two hard sides)"
"22","asci","Dry-season median baseflow",3,"NoImpact",0,0,0,8.75576036866359,0,0,0
"23","asci","Dry-season median baseflow",6,"NoImpact",0,0,0,29.9539170506912,0,0,0
"24","asci","Dry-season median baseflow",9,"NoImpact",0,0,0,29.4930875576037,0,0,0
"25","asci","Dry-season median baseflow",12,"NoImpact",0,0,0,30.4147465437788,0,0,0
"26","asci","Dry-season median baseflow",15,"NoImpact",0,0,0,0.460829493087558,0,0,0
"27","asci","Dry-season median baseflow",18,"NoImpact",0,0,0,0.460829493087558,0,0,0
"28","asci","Dry-season median baseflow",20,"NoImpact",0,0,0,0.460829493087558,0,0,0
"29","asci","Fall pulse magnitude",3,"BioImpact",20,20,16.6666666666667,30.0254452926209,20,25,29.7297297297297
"30","asci","Fall pulse magnitude",6,"BioImpact",20,20,16.6666666666667,30.0254452926209,20,25,29.7297297297297
"31","asci","Fall pulse magnitude",9,"BioImpact",20,20,16.6666666666667,8.9058524173028,20,25,29.7297297297297
"32","asci","Fall pulse magnitude",12,"BioImpact",20,20,16.6666666666667,10.941475826972,20,25,6.75675675675676
"33","asci","Fall pulse magnitude",15,"BioImpact",20,20,16.6666666666667,10.6870229007634,20,0,1.35135135135135
"34","asci","Fall pulse magnitude",18,"BothImpact",50,50,0,19.6304849884527,50,33.3333333333333,26.25
"35","asci","Fall pulse magnitude",20,"BothImpact",50,50,100,26.3279445727483,50,33.3333333333333,26.25
"36","asci","Fall pulse magnitude",18,"HydroImpact",50,50,0,18.960244648318,50,33.3333333333333,25
"37","asci","Fall pulse magnitude",20,"HydroImpact",50,50,100,30.5810397553517,50,33.3333333333333,25
"38","asci","Fall pulse magnitude",18,"NoImpact",0,50,0,21.7171717171717,50,0,0
"39","asci","Fall pulse magnitude",20,"NoImpact",0,50,100,2.52525252525253,50,0,0
"40","asci","Fall pulse magnitude",18,"BioImpact",0,0,16.6666666666667,8.3969465648855,0,0,1.35135135135135
"41","asci","Fall pulse magnitude",20,"BioImpact",0,0,0,1.01781170483461,0,0,1.35135135135135
"42","asci","Fall pulse magnitude",9,"BothImpact",0,0,0,19.1685912240185,0,0,0
"43","asci","Fall pulse magnitude",12,"BothImpact",0,0,0,17.3210161662818,0,0,21.25
"44","asci","Fall pulse magnitude",15,"BothImpact",0,0,0,17.5519630484988,0,33.3333333333333,26.25
"45","asci","Fall pulse magnitude",9,"HydroImpact",0,0,0,20.4892966360856,0,0,0
"46","asci","Fall pulse magnitude",12,"HydroImpact",0,0,0,14.3730886850153,0,0,25
"47","asci","Fall pulse magnitude",15,"HydroImpact",0,0,0,15.5963302752294,0,33.3333333333333,25
"48","asci","Fall pulse magnitude",9,"NoImpact",0,0,0,19.1919191919192,0,0,0
"49","asci","Fall pulse magnitude",12,"NoImpact",0,0,0,29.2929292929293,0,0,0
"50","asci","Fall pulse magnitude",15,"NoImpact",0,0,0,27.2727272727273,0,0,0
"51","asci","10-year flood magnitude",3,"BothImpact",14.2857142857143,14.5496535796767,14.2295597484277,15.9922928709056,14.3904674610449,14.2857142857143,13.768115942029
"52","asci","10-year flood magnitude",6,"BothImpact",14.2857142857143,14.5496535796767,14.2295597484277,11.7533718689788,14.3904674610449,14.2857142857143,12.3188405797101
"53","asci","10-year flood magnitude",9,"BothImpact",14.2857142857143,14.5496535796767,14.3081761006289,8.47784200385356,14.3904674610449,14.2857142857143,15.9420289855072
"54","asci","10-year flood magnitude",12,"BothImpact",14.2857142857143,14.5496535796767,14.3081761006289,15.9922928709056,14.3904674610449,14.2857142857143,14.4927536231884
"55","asci","10-year flood magnitude",15,"BothImpact",14.2857142857143,13.6258660508083,14.3081761006289,16.1849710982659,14.0238313473877,14.2857142857143,14.4927536231884
"56","asci","10-year flood magnitude",18,"BothImpact",14.2857142857143,13.6258660508083,14.3081761006289,15.7996146435453,14.0238313473877,14.2857142857143,14.4927536231884
"57","asci","10-year flood magnitude",20,"BothImpact",14.2857142857143,14.5496535796767,14.3081761006289,15.7996146435453,14.3904674610449,14.2857142857143,14.4927536231884
"58","asci","10-year flood magnitude",3,"HydroImpact",14.2857142857143,14.1868512110727,14.2857142857143,19.8895027624309,14.2857142857143,14.2857142857143,14.2857142857143
"59","asci","10-year flood magnitude",6,"HydroImpact",14.2857142857143,14.1868512110727,14.2857142857143,12.9834254143646,14.2857142857143,14.2857142857143,14.2857142857143
"60","asci","10-year flood magnitude",9,"HydroImpact",14.2857142857143,14.1868512110727,14.2857142857143,6.62983425414365,14.2857142857143,14.2857142857143,14.2857142857143
"61","asci","10-year flood magnitude",12,"HydroImpact",14.2857142857143,14.1868512110727,14.2857142857143,16.2983425414365,14.2857142857143,14.2857142857143,14.2857142857143
"62","asci","10-year flood magnitude",15,"HydroImpact",14.2857142857143,14.1868512110727,14.2857142857143,14.9171270718232,14.2857142857143,14.2857142857143,14.2857142857143
"63","asci","10-year flood magnitude",18,"HydroImpact",14.2857142857143,14.1868512110727,14.2857142857143,14.6408839779006,14.0625,14.2857142857143,14.2857142857143
"64","asci","10-year flood magnitude",20,"HydroImpact",14.2857142857143,14.878892733564,14.2857142857143,14.6408839779006,14.5089285714286,14.2857142857143,14.2857142857143
"65","asci","10-year flood magnitude",15,"BioImpact",0,50,0,11.0749185667752,50,0,12.5
"66","asci","10-year flood magnitude",18,"BioImpact",0,50,0,11.7263843648208,50,0,12.5
"67","asci","10-year flood magnitude",15,"NoImpact",0,50,0,18.0851063829787,33.3333333333333,0,0
"68","asci","10-year flood magnitude",18,"NoImpact",0,50,0,18.4397163120567,50,0,0
"69","asci","10-year flood magnitude",3,"BioImpact",0,0,50,11.400651465798,0,0,18.75
"70","asci","10-year flood magnitude",6,"BioImpact",0,0,50,18.5667752442997,0,0,31.25
"71","asci","10-year flood magnitude",9,"BioImpact",0,0,0,24.1042345276873,0,0,0
"72","asci","10-year flood magnitude",12,"BioImpact",0,0,0,11.400651465798,0,0,12.5
"73","asci","10-year flood magnitude",20,"BioImpact",0,0,0,11.7263843648208,0,0,12.5
"74","asci","10-year flood magnitude",9,"NoImpact",0,0,0,28.7234042553192,0,0,0
"75","asci","10-year flood magnitude",12,"NoImpact",0,0,0,16.3120567375887,0,0,0
"76","asci","10-year flood magnitude",20,"NoImpact",0,0,0,18.4397163120567,16.6666666666667,0,0
"77","asci","2-year flood magnitude",3,"BioImpact",50,0,33.0909090909091,21.3333333333333,0.480769230769231,100,27.2727272727273
"78","asci","2-year flood magnitude",6,"BioImpact",50,75.9036144578313,33.0909090909091,36,75.4807692307692,0,54.5454545454545
"79","asci","2-year flood magnitude",9,"BothImpact",20,17.5977653631285,0,12.7218934911243,17.6206509539843,15,15.1515151515152
"80","asci","2-year flood magnitude",12,"BothImpact",20,17.5977653631285,25,13.1656804733728,17.3961840628507,15,15.1515151515152
"81","asci","2-year flood magnitude",15,"BothImpact",20,15.6424581005587,25,17.3076923076923,15.8249158249158,15,16.6666666666667
"82","asci","2-year flood magnitude",18,"BothImpact",20,15.6424581005587,25,17.3076923076923,15.712682379349,15,16.6666666666667
"83","asci","2-year flood magnitude",20,"BothImpact",20,15.9217877094972,25,17.3076923076923,15.9371492704826,15,16.6666666666667
"84","asci","2-year flood magnitude",9,"HydroImpact",20,17.9487179487179,0,8.38445807770961,18.6246418338109,16.6666666666667,20
"85","asci","2-year flood magnitude",12,"HydroImpact",20,17.9487179487179,25.1533742331288,7.97546012269939,18.6246418338109,16.6666666666667,20
"86","asci","2-year flood magnitude",15,"HydroImpact",20,16.2393162393162,25.1533742331288,20.6543967280164,15.7593123209169,16.6666666666667,20
"87","asci","2-year flood magnitude",18,"HydroImpact",20,14.957264957265,25.1533742331288,20.6543967280164,14.0401146131805,16.6666666666667,20
"88","asci","2-year flood magnitude",20,"HydroImpact",20,14.5299145299145,24.5398773006135,20.6543967280164,14.0401146131805,16.6666666666667,20
"89","asci","2-year flood magnitude",15,"BioImpact",0,8.43373493975904,0.181818181818182,0.666666666666667,7.69230769230769,0,0
"90","asci","2-year flood magnitude",18,"BioImpact",0,8.43373493975904,0.181818181818182,0.666666666666667,8.17307692307692,0,0
"91","asci","2-year flood magnitude",20,"BioImpact",0,7.2289156626506,0.181818181818182,0.666666666666667,7.21153846153846,0,0
"92","asci","2-year flood magnitude",3,"BothImpact",0,17.5977653631285,0,12.7218934911243,17.5084175084175,10,12.1212121212121
"93","asci","2-year flood magnitude",3,"HydroImpact",0,18.3760683760684,0,15.1329243353783,18.9111747851003,0,0
"94","asci","2-year flood magnitude",9,"NoImpact",0,4.16666666666667,0,45.0704225352113,2.12765957446809,0,0
"95","asci","2-year flood magnitude",12,"NoImpact",0,4.16666666666667,0,46.4788732394366,2.12765957446809,0,0
"96","asci","2-year flood magnitude",15,"NoImpact",0,20.8333333333333,0,2.8169014084507,23.4042553191489,0,0
"97","asci","2-year flood magnitude",18,"NoImpact",0,33.3333333333333,0,2.8169014084507,36.1702127659575,0,0
"98","asci","2-year flood magnitude",20,"NoImpact",0,37.5,100,2.8169014084507,36.1702127659575,0,0
"99","asci","2-year flood magnitude",9,"BioImpact",0,0,33.0909090909091,21.3333333333333,0,0,9.09090909090909
"100","asci","2-year flood magnitude",12,"BioImpact",0,0,0.181818181818182,19.3333333333333,0.961538461538462,0,9.09090909090909
"101","asci","2-year flood magnitude",6,"BothImpact",0,0,0,9.46745562130178,0,15,7.57575757575758
"102","asci","2-year flood magnitude",6,"HydroImpact",0,0,0,6.5439672801636,0,16.6666666666667,0
"103","asci","5-year flood magnitude",3,"BothImpact",14.2857142857143,14.2857142857143,14.2857142857143,15.7894736842105,14.3382352941176,16.6666666666667,14.7286821705426
"104","asci","5-year flood magnitude",6,"BothImpact",14.2857142857143,14.2857142857143,14.2857142857143,11.8421052631579,14.4301470588235,11.1111111111111,13.1782945736434
"105","asci","5-year flood magnitude",9,"BothImpact",14.2857142857143,14.2857142857143,14.2857142857143,9.3984962406015,14.4301470588235,11.1111111111111,10.8527131782946
"106","asci","5-year flood magnitude",12,"BothImpact",14.2857142857143,14.2857142857143,14.2857142857143,8.27067669172932,14.4301470588235,11.1111111111111,17.0542635658915
"107","asci","5-year flood magnitude",15,"BothImpact",14.2857142857143,14.2857142857143,14.2857142857143,14.4736842105263,14.2463235294118,16.6666666666667,14.7286821705426
"108","asci","5-year flood magnitude",18,"BothImpact",14.2857142857143,14.2857142857143,14.2857142857143,19.7368421052632,14.0625,16.6666666666667,14.7286821705426
"109","asci","5-year flood magnitude",20,"BothImpact",14.2857142857143,14.2857142857143,14.2857142857143,20.4887218045113,14.0625,16.6666666666667,14.7286821705426
"110","asci","5-year flood magnitude",3,"HydroImpact",14.2857142857143,13.8513513513514,14.2857142857143,18.798955613577,14.1592920353982,25,25
"111","asci","5-year flood magnitude",6,"HydroImpact",14.2857142857143,14.1891891891892,14.2857142857143,13.5770234986945,14.3805309734513,0,25
"112","asci","5-year flood magnitude",9,"HydroImpact",14.2857142857143,14.1891891891892,14.2857142857143,9.92167101827676,14.3805309734513,0,25
"113","asci","5-year flood magnitude",12,"HydroImpact",14.2857142857143,14.1891891891892,14.2857142857143,4.96083550913838,14.3805309734513,0,25
"114","asci","5-year flood magnitude",15,"HydroImpact",14.2857142857143,14.527027027027,14.2857142857143,13.0548302872063,14.3805309734513,25,0
"115","asci","5-year flood magnitude",18,"HydroImpact",14.2857142857143,14.527027027027,14.2857142857143,19.3211488250653,14.1592920353982,25,0
"116","asci","5-year flood magnitude",20,"HydroImpact",14.2857142857143,14.527027027027,14.2857142857143,20.3655352480418,14.1592920353982,25,0
"117","asci","5-year flood magnitude",3,"BioImpact",0,0,0,11.5646258503401,9.09090909090909,0,12
"118","asci","5-year flood magnitude",6,"BioImpact",0,0,0,18.7074829931973,0,33.3333333333333,20
"119","asci","5-year flood magnitude",9,"BioImpact",0,0,0,23.1292517006803,0,33.3333333333333,32
"120","asci","5-year flood magnitude",12,"BioImpact",0,0,0,25.1700680272109,0,33.3333333333333,0
"121","asci","5-year flood magnitude",15,"BioImpact",0,0,0,13.9455782312925,18.1818181818182,0,12
"122","asci","5-year flood magnitude",18,"BioImpact",0,0,0,4.42176870748299,36.3636363636364,0,12
"123","asci","5-year flood magnitude",20,"BioImpact",0,0,0,3.06122448979592,36.3636363636364,0,12
"124","asci","5-year flood magnitude",9,"NoImpact",0,0,0,25.187969924812,0,50,0
"125","asci","5-year flood magnitude",12,"NoImpact",0,0,0,32.3308270676692,0,50,0
"126","asci","5-year flood magnitude",15,"NoImpact",0,0,0,20.6766917293233,20,0,33.3333333333333
"127","asci","5-year flood magnitude",18,"NoImpact",0,0,0,11.6541353383459,40,0,33.3333333333333
"128","asci","5-year flood magnitude",20,"NoImpact",0,0,0,10.1503759398496,40,0,33.3333333333333
"129","asci","Magnitude of largest annual storm",3,"BothImpact",14.2857142857143,14.3507972665148,0,12.4740124740125,14.3117593436645,17.6470588235294,14.1791044776119
"130","asci","Magnitude of largest annual storm",6,"BothImpact",14.2857142857143,14.3507972665148,16.6666666666667,11.8503118503119,14.3117593436645,17.6470588235294,10.4477611940298
"131","asci","Magnitude of largest annual storm",9,"BothImpact",14.2857142857143,14.3507972665148,16.6666666666667,10.8108108108108,14.3117593436645,17.6470588235294,12.6865671641791
"132","asci","Magnitude of largest annual storm",12,"BothImpact",14.2857142857143,14.3507972665148,16.6666666666667,11.4345114345114,14.3117593436645,5.88235294117647,15.6716417910448
"133","asci","Magnitude of largest annual storm",15,"BothImpact",14.2857142857143,14.3507972665148,16.6666666666667,17.4636174636175,14.3117593436645,5.88235294117647,15.6716417910448
"134","asci","Magnitude of largest annual storm",18,"BothImpact",14.2857142857143,14.3507972665148,16.6666666666667,17.8794178794179,14.3117593436645,17.6470588235294,15.6716417910448
"135","asci","Magnitude of largest annual storm",20,"BothImpact",14.2857142857143,13.8952164009112,16.6666666666667,18.0873180873181,14.1294439380128,17.6470588235294,15.6716417910448
"136","asci","Magnitude of largest annual storm",3,"HydroImpact",14.2857142857143,14.7368421052632,0,13.5231316725979,14.5739910313901,14.2857142857143,14.2857142857143
"137","asci","Magnitude of largest annual storm",6,"HydroImpact",14.2857142857143,14.3859649122807,16.6666666666667,11.0320284697509,14.3497757847534,14.2857142857143,14.2857142857143
"138","asci","Magnitude of largest annual storm",9,"HydroImpact",14.2857142857143,14.3859649122807,16.6666666666667,9.9644128113879,14.3497757847534,14.2857142857143,14.2857142857143
"139","asci","Magnitude of largest annual storm",12,"HydroImpact",14.2857142857143,14.3859649122807,16.6666666666667,10.3202846975089,14.3497757847534,14.2857142857143,14.2857142857143
"140","asci","Magnitude of largest annual storm",15,"HydroImpact",14.2857142857143,14.3859649122807,16.6666666666667,17.0818505338078,14.3497757847534,14.2857142857143,14.2857142857143
"141","asci","Magnitude of largest annual storm",18,"HydroImpact",14.2857142857143,14.3859649122807,16.6666666666667,18.8612099644128,14.3497757847534,14.2857142857143,14.2857142857143
"142","asci","Magnitude of largest annual storm",20,"HydroImpact",14.2857142857143,13.3333333333333,16.6666666666667,19.2170818505338,13.6771300448431,14.2857142857143,14.2857142857143
"143","asci","Magnitude of largest annual storm",20,"BioImpact",0,100,0,8.98550724637681,100,0,5
"144","asci","Magnitude of largest annual storm",20,"NoImpact",0,100,0,16.2939297124601,100,0,0
"145","asci","Magnitude of largest annual storm",3,"BioImpact",0,0,100,16.8115942028986,0,0,15
"146","asci","Magnitude of largest annual storm",6,"BioImpact",0,0,0,17.6811594202899,0,0,40
"147","asci","Magnitude of largest annual storm",9,"BioImpact",0,0,0,19.1304347826087,0,0,25
"148","asci","Magnitude of largest annual storm",12,"BioImpact",0,0,0,18.2608695652174,0,50,5
"149","asci","Magnitude of largest annual storm",15,"BioImpact",0,0,0,9.85507246376812,0,50,5
"150","asci","Magnitude of largest annual storm",18,"BioImpact",0,0,0,9.27536231884058,0,0,5
"151","asci","Magnitude of largest annual storm",9,"NoImpact",0,0,0,24.6006389776358,0,0,0
"152","asci","Magnitude of largest annual storm",12,"NoImpact",0,0,0,24.2811501597444,0,0,0
"153","asci","Magnitude of largest annual storm",15,"NoImpact",0,0,0,18.2108626198083,0,0,0
"154","asci","Magnitude of largest annual storm",18,"NoImpact",0,0,0,16.6134185303514,0,0,0
"155","asci","Spring recession magnitude",3,"BothImpact",14.2857142857143,14.3507972665148,0,13.4560906515581,14.337899543379,14.2857142857143,14.7651006711409
"156","asci","Spring recession magnitude",6,"BothImpact",14.2857142857143,14.3507972665148,16.6666666666667,10.4815864022663,14.337899543379,14.2857142857143,14.7651006711409
"157","asci","Spring recession magnitude",9,"BothImpact",14.2857142857143,14.3507972665148,16.6666666666667,9.20679886685552,14.337899543379,14.2857142857143,11.4093959731544
"158","asci","Spring recession magnitude",12,"BothImpact",14.2857142857143,14.3507972665148,16.6666666666667,16.71388101983,14.337899543379,14.2857142857143,14.7651006711409
"159","asci","Spring recession magnitude",15,"BothImpact",14.2857142857143,14.3507972665148,16.6666666666667,16.71388101983,14.1552511415525,14.2857142857143,14.7651006711409
"160","asci","Spring recession magnitude",18,"BothImpact",14.2857142857143,14.123006833713,16.6666666666667,16.71388101983,14.2465753424658,14.2857142857143,14.7651006711409
"161","asci","Spring recession magnitude",20,"BothImpact",14.2857142857143,14.123006833713,16.6666666666667,16.71388101983,14.2465753424658,14.2857142857143,14.7651006711409
"162","asci","Spring recession magnitude",3,"HydroImpact",14.2857142857143,14.3859649122807,0,14.0740740740741,14.3820224719101,14.2857142857143,14.2857142857143
"163","asci","Spring recession magnitude",6,"HydroImpact",14.2857142857143,14.3859649122807,16.6666666666667,7.22222222222222,14.3820224719101,14.2857142857143,14.2857142857143
"164","asci","Spring recession magnitude",9,"HydroImpact",14.2857142857143,14.3859649122807,16.6666666666667,6.11111111111111,14.3820224719101,14.2857142857143,14.2857142857143
"165","asci","Spring recession magnitude",12,"HydroImpact",14.2857142857143,14.3859649122807,16.6666666666667,18.1481481481481,14.3820224719101,14.2857142857143,14.2857142857143
"166","asci","Spring recession magnitude",15,"HydroImpact",14.2857142857143,15.0877192982456,16.6666666666667,18.1481481481481,14.6067415730337,14.2857142857143,14.2857142857143
"167","asci","Spring recession magnitude",18,"HydroImpact",14.2857142857143,13.6842105263158,16.6666666666667,18.1481481481481,13.9325842696629,14.2857142857143,14.2857142857143
"168","asci","Spring recession magnitude",20,"HydroImpact",14.2857142857143,13.6842105263158,16.6666666666667,18.1481481481481,13.9325842696629,14.2857142857143,14.2857142857143
"169","asci","Spring recession magnitude",18,"BioImpact",0,50,0.531914893617021,0,25,0,0
"170","asci","Spring recession magnitude",20,"BioImpact",0,50,0.531914893617021,0,25,0,0
"171","asci","Spring recession magnitude",18,"NoImpact",0,50,0,3.58974358974359,44.4444444444444,0,0
"172","asci","Spring recession magnitude",20,"NoImpact",0,50,0,3.58974358974359,44.4444444444444,0,0
"173","asci","Spring recession magnitude",3,"BioImpact",0,0,96.8085106382979,19.1666666666667,0,0,0
"174","asci","Spring recession magnitude",6,"BioImpact",0,0,0.531914893617021,36.6666666666667,0,0,0
"175","asci","Spring recession magnitude",9,"BioImpact",0,0,0.531914893617021,44.1666666666667,0,0,100
"176","asci","Spring recession magnitude",12,"BioImpact",0,0,0.531914893617021,0,0,0,0
"177","asci","Spring recession magnitude",15,"BioImpact",0,0,0.531914893617021,0,50,0,0
"178","asci","Spring recession magnitude",3,"NoImpact",0,0,0,14.8717948717949,0,0,0
"179","asci","Spring recession magnitude",6,"NoImpact",0,0,0,33.8461538461538,0,0,0
"180","asci","Spring recession magnitude",9,"NoImpact",0,0,0,36.9230769230769,0,0,0
"181","asci","Spring recession magnitude",12,"NoImpact",0,0,0,3.58974358974359,0,0,0
"182","asci","Spring recession magnitude",15,"NoImpact",0,0,0,3.58974358974359,11.1111111111111,0,0
"183","asci","Wet-season low baseflow",3,"BioImpact",20,19.9367088607595,14.2857142857143,57.843137254902,19.8986058301648,100,100
"184","asci","Wet-season low baseflow",6,"BioImpact",20,19.9367088607595,14.2857142857143,9.31372549019608,19.8986058301648,0,0
"185","asci","Wet-season low baseflow",9,"BioImpact",20,19.9367088607595,14.2857142857143,8.82352941176471,19.8986058301648,0,0
"186","asci","Wet-season low baseflow",12,"BioImpact",20,19.9367088607595,14.2857142857143,7.35294117647059,19.8986058301648,0,0
"187","asci","Wet-season low baseflow",15,"BioImpact",20,19.9367088607595,14.2857142857143,5.88235294117647,19.8986058301648,0,0
"188","asci","Wet-season low baseflow",18,"BothImpact",50,50.4,0,17.2025723472669,50.6451612903226,16.6666666666667,16.6666666666667
"189","asci","Wet-season low baseflow",20,"BothImpact",50,49.6,0,17.2025723472669,49.3548387096774,16.6666666666667,16.6666666666667
"190","asci","Wet-season low baseflow",18,"HydroImpact",50,51.8518518518518,0,17.5869120654397,52.4193548387097,16.6666666666667,16.6666666666667
"191","asci","Wet-season low baseflow",20,"HydroImpact",50,48.1481481481481,0,17.5869120654397,47.5806451612903,16.6666666666667,16.6666666666667
"192","asci","Wet-season low baseflow",20,"BioImpact",0,0.316455696202532,14.2857142857143,5.3921568627451,0.506970849176172,0,0
"193","asci","Wet-season low baseflow",18,"NoImpact",0,20,0,13.4751773049645,12.5,0,0
"194","asci","Wet-season low baseflow",20,"NoImpact",0,80,0,13.4751773049645,87.5,0,0
"195","asci","Wet-season low baseflow",18,"BioImpact",0,0,14.2857142857143,5.3921568627451,0,0,0
"196","asci","Wet-season low baseflow",6,"BothImpact",0,0,0,15.9163987138264,0,16.6666666666667,16.6666666666667
"197","asci","Wet-season low baseflow",9,"BothImpact",0,0,0,16.0771704180064,0,16.6666666666667,16.6666666666667
"198","asci","Wet-season low baseflow",12,"BothImpact",0,0,0,16.5594855305466,0,16.6666666666667,16.6666666666667
"199","asci","Wet-season low baseflow",15,"BothImpact",0,0,0,17.0418006430868,0,16.6666666666667,16.6666666666667
"200","asci","Wet-season low baseflow",6,"HydroImpact",0,0,0,15.5419222903885,0,16.6666666666667,16.6666666666667
"201","asci","Wet-season low baseflow",9,"HydroImpact",0,0,0,15.5419222903885,0,16.6666666666667,16.6666666666667
"202","asci","Wet-season low baseflow",12,"HydroImpact",0,0,0,16.1554192229039,0,16.6666666666667,16.6666666666667
"203","asci","Wet-season low baseflow",15,"HydroImpact",0,0,0,17.5869120654397,0,16.6666666666667,16.6666666666667
"204","asci","Wet-season low baseflow",6,"NoImpact",0,0,0,20.5673758865248,0,0,0
"205","asci","Wet-season low baseflow",9,"NoImpact",0,0,0,20.5673758865248,0,0,0
"206","asci","Wet-season low baseflow",12,"NoImpact",0,0,0,18.4397163120567,0,0,0
"207","asci","Wet-season low baseflow",15,"NoImpact",0,0,0,13.4751773049645,0,0,0
"208","asci","Wet-season median baseflow",3,"BioImpact",100,94.0298507462687,49.3224932249323,29.0322580645161,97.5155279503106,100,0
"209","asci","Wet-season median baseflow",6,"BothImpact",16.6666666666667,16.8449197860963,0,13.8364779874214,16.7377398720682,16.6666666666667,14.2857142857143
"210","asci","Wet-season median baseflow",9,"BothImpact",16.6666666666667,16.8449197860963,20,13.9622641509434,16.7377398720682,16.6666666666667,14.2857142857143
"211","asci","Wet-season median baseflow",12,"BothImpact",16.6666666666667,16.5775401069519,20,13.9622641509434,16.6311300639659,16.6666666666667,14.2857142857143
"212","asci","Wet-season median baseflow",15,"BothImpact",16.6666666666667,16.5775401069519,20,14.8427672955975,16.6311300639659,16.6666666666667,14.2857142857143
"213","asci","Wet-season median baseflow",18,"BothImpact",16.6666666666667,16.5775401069519,20,14.8427672955975,16.6311300639659,16.6666666666667,14.2857142857143
"214","asci","Wet-season median baseflow",20,"BothImpact",16.6666666666667,16.5775401069519,20,14.8427672955975,16.6311300639659,16.6666666666667,14.2857142857143
"215","asci","Wet-season median baseflow",6,"HydroImpact",16.6666666666667,17.2268907563025,0,13.8643067846608,17.0212765957447,16.6666666666667,14.2857142857143
"216","asci","Wet-season median baseflow",9,"HydroImpact",16.6666666666667,17.2268907563025,20,14.0117994100295,17.0212765957447,16.6666666666667,14.2857142857143
"217","asci","Wet-season median baseflow",12,"HydroImpact",16.6666666666667,16.3865546218487,20,14.0117994100295,16.4893617021277,16.6666666666667,14.2857142857143
"218","asci","Wet-season median baseflow",15,"HydroImpact",16.6666666666667,16.3865546218487,20,14.7492625368732,16.4893617021277,16.6666666666667,14.2857142857143
"219","asci","Wet-season median baseflow",18,"HydroImpact",16.6666666666667,16.3865546218487,20,14.7492625368732,16.4893617021277,16.6666666666667,14.2857142857143
"220","asci","Wet-season median baseflow",20,"HydroImpact",16.6666666666667,16.3865546218487,20,14.7492625368732,16.4893617021277,16.6666666666667,14.2857142857143
"221","asci","Wet-season median baseflow",12,"BioImpact",0,1.49253731343284,0.2710027100271,22.5806451612903,0.62111801242236,0,0
"222","asci","Wet-season median baseflow",15,"BioImpact",0,1.49253731343284,0.2710027100271,0,0.62111801242236,0,0
